245.66,247.52,245.28,256.32,262.9,272.46,278.06,275.51,269.34,261.68,251.35,242.52
248.12,242.64,252.04,248.61,262.84,271.93,277.45,278.92,274.4,266.77,258.69,248.2
252.3,240.39,248.66,255.41,265.84,274.64,278.87,278.26,273.36,265.77,261.22,248.8
239.52,242.16,243.65,256.21,266,274.64,279.66,279.17,273.23,264.89,260.47,249.39
244.95,241.02,244.75,251.51,262.25,272.85,278.78,277.02,270.84,264.87,259.14,248.89
244.04,242.96,245.17,255.92,265.94,275.58,277.5,275.5,272.59,261.36,254.54,245.16
245.15,241.35,249.29,255.02,264.12,273.83,277.92,279.6,273.92,266.54,256.88,244.83
248.89,240.27,245.6,253.41,264.44,272.96,277.09,274.26,271.2,260.74,248.42,246.11
244.43,240.49,246.82,255.39,266.63,272.9,277.25,274.2,272.48,260.43,249.28,246.57
252.79,242.63,247.48,258.35,266.03,274.71,277.16,278.55,271.8,265.78,255.21,243.86
247.12,245.83,249.23,255.7,265.03,274.97,277.51,278.35,273.96,263.44,255.64,250.09
245.59,250.75,240.12,253.26,265.89,274.27,275.25,275.97,271.94,263.74,253.62,243.95
244.29,249.98,248.36,252.28,267.14,273.45,276.63,275.15,269.89,262.72,251.06,252.82
250.32,241.28,243.16,251.37,267.16,274.29,276.54,275.49,273.54,262.95,254.61,244.49
252.23,251.42,247.37,254.33,264.13,274.27,277.91,278.39,271.66,265.05,256.49,250.37
251.01,246.49,244.48,256.79,268.48,273.48,276.17,275.96,272.35,262.42,251.49,253.72
244.77,241.01,242.21,250.23,264.22,273.3,276.61,275.63,271.4,263.85,254.92,242.63
244.62,240.12,251.65,256.26,264.17,272.55,276.38,275.97,272.35,260.26,260.46,247.79
245.2,243.45,242.63,252.33,264.26,274.66,276.67,275.17,273.01,264.47,257.25,248.04
248.1,245.61,249.87,257.78,266.9,274.25,276.39,275.76,270.87,262.69,254.8,250.74
249.26,242.05,248.97,252.76,266.36,273.65,278.7,278.02,272.49,263.92,253.8,247.5
246.89,244.36,248.17,256.93,267.02,274.51,275.29,273.09,272.59,265.6,250.46,252.78
246.45,247.03,246.63,254.01,265.85,273.49,276.41,275.41,269.49,257.23,254.26,248.5
242.13,240.63,243.75,252.48,264.86,275.15,277.7,274.59,272.5,262.79,254.22,248.6
245.1,243.38,242.77,251.69,265.32,273.57,278.84,277.91,271.99,265.99,255.61,252.15
246.13,247.34,243.83,254.08,266.04,273.8,276.94,276.58,273.79,264.65,256.48,251.51
247.74,239.06,244.38,252.04,265.73,272.47,276.98,278.23,273.87,259.68,251.41,241.78
241.6,246.71,249.93,252.84,266.02,273.88,276.78,275.41,269.8,259.93,249.18,243.94
245.59,241.88,246.59,254.65,265.36,274.01,276.99,277.17,273.7,263.14,257.85,246.84
252.33,248.12,242.86,252.26,266.26,274.62,277.51,279.74,274.49,265.64,251.91,249.33
252.5,247.59,248.82,255.9,265.09,273.42,277.74,276.34,274.01,260.2,258.06,248.86
252.85,242.06,246.28,254.76,266.71,273.58,278.7,279.6801,274.62,266.07,260.85,246.9
246.82,250.27,248.81,253.95,265.82,275.47,276.13,274.99,269.79,264.34,254.28,245.07
255.14,245.79,248.75,255.22,268.94,275.16,278.04,275.07,270.55,264.25,254.67,249.39
247.41,250.2,247.26,253.82,264.28,274.26,277.22,276.23,271.89,259.64,249.28,248.69
243,245.26,245.31,254.97,263.21,273.89,276.75,275.42,269.6,258.88,255.23,253.84
245.9,235.7,244.44,247.95,263.35,274.92,277.67,276.39,273.82,264.31,249.53,246.02
250.66,244.58,246.8,248.61,266.59,274.56,277.25,276.27,271.35,260.75,257.02,251.27
245.47,251.1,244.93,250.6,265.36,274.82,279.27,277.23,275.31,263.35,254.18,250.93
248.06,245.35,247.77,250.9,266.2,274.56,277.7,277.75,271.32,267.57,252.11,249.45
249.63,246.68,247.49,255.31,265.54,274.02,277.73,275.84,271.62,258.34,248.56,250.82
241.62,257.48,247.96,258.22,265.39,275.42,280.11,280.18,274.69,264.81,248.74,250.75
243.12,240,249.57,259.39,269.73,276.15,279.17,276.97,272.72,264.47,251.15,246.73
247.28,243.6,245.3,256.1,269.67,276.63,277.5,276.15,272.6,264.51,250.08,244.12
244.31,245.26,251.27,258.2,269.23,277.28,278.09,274.28,268.89,259.18,253.01,249.2
248.05,248.52,248.25,257.31,266.78,276.48,281.76,276.78,272.97,268.03,257.33,249.91
248.14,248.22,244.39,258.36,269.12,276.29,279.18,276.61,271.37,257.02,249.25,246.96
247.81,246.38,245.45,258.4,269.41,276.27,279.36,277,275.55,262.83,253.32,248.82
248.38,245.65,251.99,254.02,271.74,277.23,277.65,273.45,271.1,257.76,256.4,251.3
244.91,247.23,246.02,256.88,266.29,276.01,279.16,279.34,275.07,264.47,260.06,247.69
245.19,245.54,253.27,261.44,268.26,276.95,281.2,278.93,275.8,267.62,259.2,252.71
243.85,244.22,245.52,253.71,270.49,276.88,279.34,278.36,273.99,264.52,254.36,245.63
246.86,248.67,247.19,254.44,263.16,276.81,278.43,276.95,272.99,264.51,256.15,251.8
250.87,252.82,247.19,256.52,262.62,275.2,277.4,276,273.79,261.83,255.56,249.26
247.36,246.03,252.86,255.58,268.74,274.61,277.73,276.2,275.08,268.29,260.39,254.52
249.51,248.38,248.76,259.16,267.28,275.32,278.29,276.2,273.09,268.66,257.18,250.49
248.81,244.36,246.86,256.96,268.68,277.54,279.86,279.97,273.06,267.07,257.15,250.49
250.03,247.77,251.23,256.23,268.59,275.15,277.72,278.94,274.42,267.14,253.75,253.15
246.16,250.86,245.87,253.31,268.51,275.84,277.52,276.19,275.68,269.29,256.62,253.05
247.26,248.67,245.21,259.71,265.85,275.7401,279.99,279.82,275.89,266.91,261.99,253.9
246.28,246.21,246.88,258.33,267.85,275.64,277.85,276.39,274.12,265.39,256.85,253.57
247.09,246.44,246.22,256.26,268.96,275.03,279.62,277.92,274.49,268.55,254.66,253.4
245.53,249.51,248.98,258.93,267.35,274.91,278.52,278.96,275.55,267.43,260.76,248.88
249.82,250.2,250.58,254.86,267.95,275.15,278.4,277.98,275.31,267.61,253.98,250.52
242.19,248.96,243.16,257.6,266.93,275.86,279.16,279.32,274.23,268.54,256.51,248.66
250.17,245.43,249.71,254.56,266.73,277.18,279.58,277.69,272.76,269.18,258.31,252.66
256.26,249.03,250.96,258.16,267.62,273.48,276.79,279.19,273.85,265.64,260.18,255.57
248.85,252.09,248.18,257.83,271.14,276.61,279.49,276.57,271.73,267.68,259.43,250.4
256.61,254.16,250.8,261.01,270.44,276.61,279.02,279.61,273.73,268.21,256.45,251.37
