271.45,275.81,282.33,286.67,291.29,296.09,298.34,297.03,293.35,286.13,283.85,277.43
279.14,279.62,281.21,285.63,291.53,296.65,299.97,297.91,292.27,290.1,281.63,277.92
281.51,276.6,278.51,284.31,290.83,295.66,297.27,296.73,292.39,288.51,281.16,274.3
276.69,276.49,280.25,285.8,290.98,295.84,298.6,297.27,293.95,288.91,279.08,277.38
277.67,277.65,279.55,286.79,290.92,297.76,299.68,297.5,293.5,285.77,281.93,276.59
277.83,278.56,281.3,286.11,293.89,296.5,299.28,297.67,294.04,288.65,281.64,277.86
275.27,279.24,280.32,288.32,289.85,296.34,298.49,297.22,295.53,289.44,280.12,275.83
274.45,276.05,281.92,287.91,292.55,294.08,300.66,298.95,293.89,288.28,280.38,273.76
274.34,278.07,279.49,285.03,290.65,296.08,297.75,297.19,292.6,288.35,281.37,280.51
273.46,278.02,280.49,287.94,292.34,297.38,298.46,296.79,294.84,285.54,282.28,277.92
273.87,272.44,278.13,286.43,291.06,294.55,299.08,297.03,293.29,287.49,282.56,272.94
274.18,276.5,280.33,287.59,293.33,296.52,298.4,299.04,295.2,289.22,280.81,277.81
276.09,276.17,274.54,288.7,290.27,295.89,297.39,298.46,294.17,287.46,282.07,272.32
271.61,276.79,281.74,283.81,289.44,295.49,298.45,297.68,296.44,287.99,282.87,275.18
274.39,274.68,279.3,286.09,293.15,295.89,296.55,297.09,292.02,288.3,279.86,273.39
272.76,272.29,282.16,286.69,290.77,295.68,298.1,296.74,291.87,288.79,282.7,272.29
275.42,274.96,281.26,285.25,292.43,296.64,298.55,296.51,293.44,285.3,283.16,277.89
273.97,275.79,278.55,284.78,293.73,295.09,297.81,297.41,294.99,286.3,281.82,277.88
272.82,274.98,281.19,283.79,290.62,296.23,299.29,298.03,292.62,286.14,282.02,275.73
277.5,273.82,280.16,287.03,288.25,296.02,297.6,296.85,292.22,286.76,279.48,277.17
272.27,273.63,282.46,286.66,289.76,296.03,298.67,298.78,294.13,288.43,282.35,275.12
273.57,275.18,278.63,287.37,292.05,297.13,298.8,297.05,293.46,287.05,280.6,274.57
271.15,275.38,278.23,285.75,292.57,296.03,298.11,297.77,295.83,288.97,281.86,276.71
272.37,276.37,279.05,285.09,289.94,296.65,297.83,296.85,295.08,290.62,281.41,280.35
276.62,274.9,280.26,285.13,290.79,293.89,298.1,296.95,294.13,285.63,280.35,278.92
275.64,275.24,283.21,285.83,289.96,297.2701,298.48,298.41,295.24,288.79,282.85,277.1
278.29,275.96,281.96,287.42,291.05,294.2,297.94,297.39,292.99,286.05,282.04,277.79
276.8,276.94,279.52,283.74,292.53,296.01,297.65,298.45,292.47,289.01,284.07,276.31
273.07,280.57,282.79,287.23,290.2,296.6,297.27,296.37,293.01,284.9,278.29,274
268.5,276.08,283.79,287.74,292.67,294.9,299.41,298.55,295.33,286.34,282.78,275.3
271.75,270.78,278.81,285.89,290.51,296.04,297.43,298.84,294.55,286.69,282.63,277.77
273.78,270.04,282.39,285.61,291.61,294.27,297.36,297.4601,293.69,286.81,283.87,277.94
274.63,273.55,279.4,286.71,292.24,294.88,299.21,299.11,295.94,286.7,280.3,275.86
271.89,277.65,279.5,288.12,290.35,297.15,298.34,296.28,293.24,285.93,281.76,275.07
270.83,276.3,280.35,284.75,292.87,294.92,298.63,296.15,293.34,287.81,283.26,279.96
275.39,276.1,281.73,284.82,290.35,296,299.22,298.92,294.27,287.62,282.2,274.48
272.18,278.91,277.88,285.09,290.72,296.93,297.13,297.81,292.42,290.76,280.56,280.69
272.41,276.37,282,288.58,292.36,295.18,298.32,297.14,294.37,288.99,285.28,275.12
274.64,275.05,281.36,286.44,292.36,297.1,299.82,296.46,294.22,288.69,280.96,276.97
274.06,275.31,281.46,285.35,292.12,297.25,300.35,298.24,294.64,284.71,282.83,277.99
272.01,276.14,281.22,285.37,291.35,295.99,299.89,299.33,292.95,284.56,282.12,276.31
277.19,276.26,280.63,285.42,290.39,297.23,298.27,297.28,294.17,288.21,281.39,270.22
279.21,280.26,282.97,286.47,290.56,296.16,298.96,297.06,293.22,289.27,283.57,279.44
275.86,278.84,282.07,287.32,294.79,296.65,299.7,298.67,294.0201,287.96,281.66,278.42
276.15,277.82,279.87,285.94,289.35,294.2,298.71,295.64,293.34,285.79,281.96,276.89
277,274.57,278.52,285.64,292.3,296.25,300.34,298.55,294.36,286.72,281.82,275.75
271.15,275.39,280.36,289.21,289.62,298.07,299.68,296.57,293.2,286.78,284.29,279.29
276.96,274.51,282.29,286.29,291.09,296.2,299.89,299.32,293.82,289.21,279.22,274.65
273.66,275.88,278.48,286.69,290.49,297.01,297.55,296.98,293.91,287.45,278.88,278.27
275.12,279.08,281.83,284.83,289.48,295.05,298.81,297.07,293.51,287.42,280.48,277.36
278.77,279.25,281.61,287.14,292.94,295.9601,298.74,298.65,296.72,288.13,282.41,279.6
276.51,277.74,279.61,286.55,291.64,296.14,300.52,298.54,293.9,286.59,284.47,278.07
274.79,278.54,283.54,286.17,292.7,296.84,296.67,297.01,292.97,288.29,280.53,272.59
274.64,278.07,279.22,287.14,291.29,296.57,296.66,298.74,292.94,287.66,284.77,279.98
278.09,278.72,281.6,288.25,290.89,297.13,299.68,299.47,295.12,287.5,281.11,275.48
272.68,274.1,281.21,286.11,289.89,295,298.4601,298.88,294.15,286.71,284.65,276.63
272.4,276.04,282.31,287.05,295.06,295.81,298.49,297.2401,294.65,287.43,283.46,277.3
275.8,277.35,278.9,286.96,289.26,297.04,299.71,299.32,296.17,288.59,283.32,275.29
279.46,276.81,281.6,288.22,290.9,296.29,299.6,299.31,292.79,286.83,283.58,279.95
277.9,272.78,282.16,285.24,292.4,296.86,298.44,299.3,295.35,291.4,281.97,277.93
276.39,277.62,281.75,287.49,290.2,297.83,298.86,297.19,294.82,286.89,281.13,277.76
273.06,277.5,280.52,287.14,291.83,296.17,297.28,298.88,293.68,287.12,283.96,275.92
274.58,273.94,283.22,288.92,293.14,299.08,300.61,299.09,295.89,288.49,282.2,273.37
273.4,278.13,281.19,288.34,293.08,297.79,300.79,298.53,294.85,287.31,284.02,279.6
277.39,279.43,286.39,286.93,294.1,296.19,300.92,298.58,294.22,288.07,280.23,279.74
277.06,276.15,278.78,287.31,291.36,296.97,299.54,296.86,293.54,288.68,280.47,277.89
271.81,275.16,277.98,286.12,292.13,296.75,297.87,296.38,294.41,288.57,279.98,278.39
273.83,270.94,279.32,287.04,294.15,297.5,298.85,297.69,295.81,287.43,284.62,283.29
274.24,277.11,284.46,286.55,290.61,296.8,300.27,300.02,296.8,289.57,283.21,277.66
